,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Grade_Class
272,1273,18,Female,African American,Some College,13.0,11,No,Very High,No,No,No,No,2.2,3.0,B
273,1274,18,Male,Caucasian,High School,2.3,16,No,High,No,No,No,Yes,1.2,4.0,A
274,1275,15,Female,Caucasian,Some College,10.7,13,Yes,Low,No,No,No,No,2.2,3.0,B
275,1276,18,Female,African American,High School,8.7,9,No,Moderate,Yes,No,No,Yes,2.6,2.0,D
276,1277,15,Male,Asian,Bachelor's,5.4,23,No,None,Yes,Yes,No,No,0.9,4.0,A
277,1278,16,Male,Caucasian,Bachelor's,12.1,28,Yes,High,No,No,No,No,0.7,4.0,A
278,1279,15,Male,African American,Some College,17.4,13,Yes,Moderate,No,No,No,No,2.1,3.0,B
279,1280,16,Female,Caucasian,High School,20.0,17,No,High,No,No,No,No,1.6,4.0,A
280,1281,18,Female,Asian,Some College,12.2,21,No,Very High,No,No,No,Yes,1.5,4.0,A
281,1282,18,Male,Caucasian,None,8.1,8,Yes,High,No,No,Yes,No,3.0,2.0,D
282,1283,16,Male,Asian,Some College,4.5,16,No,Moderate,Yes,No,No,Yes,1.6,4.0,A
283,1284,17,Male,Caucasian,High School,5.1,5,Yes,Low,No,No,No,No,2.3,3.0,B
284,1285,16,Male,Caucasian,Bachelor's,9.6,7,Yes,High,Yes,Yes,Yes,No,3.3,1.0,F
285,1286,17,Female,Caucasian,None,7.3,25,No,Low,No,No,No,No,0.3,4.0,A
286,1287,15,Male,Caucasian,Some College,18.3,12,Yes,Low,No,No,No,No,1.9,4.0,A
287,1288,15,Male,African American,Some College,7.4,17,No,Low,No,No,No,No,1.5,4.0,A
288,1289,15,Male,Caucasian,Some College,7.5,4,No,Moderate,Yes,No,No,No,2.6,2.0,D
289,1290,18,Male,Asian,None,7.7,5,No,Low,No,No,No,No,2.2,3.0,B
290,1291,15,Female,Caucasian,Higher,16.7,20,Yes,Very High,No,Yes,Yes,No,1.8,4.0,A
291,1292,17,Male,Caucasian,Some College,13.0,18,No,Very High,Yes,No,No,No,1.8,4.0,A
292,1293,15,Female,Caucasian,Some College,12.3,3,No,Very High,No,No,Yes,No,3.3,1.0,F
293,1294,16,Male,Caucasian,High School,6.7,6,Yes,None,No,No,No,Yes,2.5,2.0,D
294,1295,16,Male,Caucasian,Some College,16.4,3,No,Very High,No,No,No,No,3.1,1.0,F
295,1296,18,Female,Caucasian,Some College,0.8,24,No,Very High,No,No,Yes,No,0.7,4.0,A
296,1297,16,Male,Caucasian,None,17.4,10,Yes,Very High,No,Yes,No,No,3.1,1.0,F
297,1298,17,Female,Caucasian,High School,10.3,11,Yes,High,No,No,No,No,2.0,4.0,A
298,1299,15,Female,African American,Bachelor's,8.0,13,Yes,High,No,Yes,No,No,2.6,2.0,D
299,1300,18,Male,African American,High School,9.9,12,Yes,Low,No,No,No,No,1.7,4.0,A
300,1301,15,Female,Caucasian,High School,13.3,28,No,High,Yes,No,No,No,1.1,4.0,A
301,1302,15,Female,Caucasian,Some College,0.3,9,No,None,Yes,No,No,No,1.6,4.0,A
302,1303,17,Female,Other,Some College,17.4,17,No,Moderate,No,No,No,No,1.3,4.0,A
303,1304,16,Female,African American,None,8.9,15,No,Very High,No,No,No,No,2.0,4.0,A
304,1305,16,Female,African American,Some College,6.9,4,No,Moderate,No,Yes,Yes,No,3.1,1.0,F
305,1306,15,Female,Caucasian,High School,2.8,7,Yes,Low,No,No,No,No,2.4,3.0,B
306,1307,18,Female,Asian,None,8.8,13,No,Very High,No,No,No,No,2.1,3.0,B
307,1308,16,Female,Asian,None,9.9,4,No,Very High,No,Yes,No,Yes,3.6,0.0,F
308,1309,18,Male,African American,Bachelor's,8.1,25,No,Low,Yes,No,No,No,0.3,4.0,A
309,1310,16,Male,Other,High School,13.6,27,No,High,No,Yes,No,No,1.1,4.0,A
310,1311,18,Female,Caucasian,None,8.4,23,No,Moderate,Yes,No,No,No,0.6,4.0,A
311,1312,17,Male,Caucasian,Some College,19.2,7,No,Moderate,No,No,Yes,Yes,3.2,1.0,F
312,1313,18,Female,Asian,Bachelor's,12.0,24,No,Low,No,No,No,No,0.7,4.0,A
313,1314,17,Female,Asian,High School,16.1,25,No,None,No,No,No,No,0.8,4.0,A
314,1315,17,Male,Caucasian,Some College,2.2,5,Yes,Low,No,Yes,No,No,2.8,2.0,D
315,1316,18,Female,Caucasian,None,7.9,15,Yes,None,No,Yes,No,No,1.3,4.0,A
316,1317,17,Female,Caucasian,Some College,6.7,27,No,Very High,No,No,No,No,0.5,4.0,A
317,1318,15,Female,Caucasian,Some College,11.4,3,Yes,High,Yes,No,No,No,3.2,1.0,F
318,1319,17,Female,Asian,Some College,17.2,11,No,High,No,No,Yes,No,2.8,2.0,D
319,1320,16,Male,African American,High School,1.6,10,No,High,No,No,No,No,2.2,3.0,B
320,1321,18,Female,Caucasian,High School,1.5,2,No,Low,Yes,No,No,No,2.7,2.0,D
321,1322,15,Female,Caucasian,High School,17.0,11,No,Very High,Yes,No,No,No,2.6,2.0,D
322,1323,18,Female,Caucasian,High School,4.3,29,Yes,High,Yes,Yes,No,No,0.9,4.0,A
323,1324,16,Male,Caucasian,None,13.4,4,No,Moderate,No,No,No,No,2.6,2.0,D
324,1325,16,Female,African American,Some College,10.9,5,Yes,Low,No,Yes,No,No,3.0,2.0,D
325,1326,16,Male,Other,Higher,16.7,18,No,High,No,No,No,No,1.6,4.0,A
326,1327,17,Male,Asian,Higher,2.5,17,No,High,No,Yes,No,No,1.4,4.0,A
327,1328,17,Female,Caucasian,Bachelor's,2.6,15,Yes,High,No,No,No,No,1.9,4.0,A
328,1329,18,Female,Asian,Some College,11.1,22,No,None,No,No,No,No,1.0,4.0,A
329,1330,18,Male,Asian,Some College,18.9,10,No,Low,Yes,Yes,No,No,2.3,3.0,B
330,1331,15,Female,Asian,High School,8.3,4,No,Moderate,Yes,Yes,Yes,No,3.4,1.0,F
331,1332,15,Male,Caucasian,Some College,6.5,8,No,High,No,Yes,No,No,2.4,3.0,B
332,1333,18,Male,Caucasian,Some College,12.1,2,No,None,No,No,No,No,2.8,2.0,D
333,1334,17,Female,Caucasian,Some College,18.6,29,No,Moderate,No,Yes,No,Yes,0.5,4.0,A
334,1335,16,Female,Caucasian,Some College,16.7,7,No,Moderate,No,No,No,No,2.5,2.0,D
335,1336,18,Male,Caucasian,High School,19.9,5,No,High,No,No,No,No,3.0,1.0,F
336,1337,15,Male,Caucasian,High School,0.5,3,No,Moderate,Yes,No,No,No,3.0,2.0,D
337,1338,17,Male,Caucasian,Bachelor's,2.3,11,No,Moderate,No,Yes,No,No,1.9,4.0,A
338,1339,18,Male,Asian,None,12.2,11,No,High,No,No,No,No,2.1,3.0,B
339,1340,18,Female,Caucasian,Some College,16.4,24,No,Very High,No,No,No,Yes,1.2,4.0,A
340,1341,17,Female,Caucasian,Bachelor's,5.7,20,No,Low,Yes,No,No,No,1.4,4.0,A
341,1342,18,Female,Other,Some College,4.8,15,No,Low,Yes,No,Yes,No,1.8,4.0,A
342,1343,17,Female,Other,Some College,15.7,9,No,Very High,Yes,No,Yes,No,2.9,2.0,D
343,1344,16,Female,Asian,High School,1.1,21,No,Moderate,No,No,No,No,1.0,4.0,A
344,1345,17,Male,Other,High School,7.4,13,No,High,No,No,No,Yes,1.9,4.0,A
345,1346,17,Female,African American,Bachelor's,10.1,12,No,High,No,No,No,No,1.9,4.0,A
346,1347,17,Female,Other,Some College,11.2,8,No,Low,No,Yes,Yes,No,2.6,2.0,D
347,1348,18,Female,Caucasian,Some College,14.6,6,No,High,Yes,No,Yes,No,3.1,1.0,F
348,1349,18,Female,Caucasian,None,7.1,11,No,High,No,No,No,No,1.4,4.0,A
349,1350,17,Female,Caucasian,None,12.3,4,No,Moderate,No,No,No,No,2.8,2.0,D
350,1351,18,Male,Caucasian,Higher,11.7,17,No,None,No,No,Yes,No,1.1,4.0,A
351,1352,15,Male,Caucasian,High School,11.0,3,No,Very High,No,No,No,No,2.9,2.0,D
352,1353,15,Male,African American,Some College,12.8,1,No,Moderate,No,Yes,No,No,2.9,2.0,D
353,1354,18,Female,Asian,None,5.2,2,Yes,High,No,No,No,No,3.2,1.0,F
354,1355,18,Male,African American,Some College,1.7,25,No,High,No,No,No,No,0.5,4.0,A
355,1356,17,Male,Caucasian,Bachelor's,2.4,11,Yes,Moderate,No,No,No,No,2.2,3.0,B
356,1357,16,Female,Asian,Some College,4.5,2,Yes,High,Yes,Yes,No,No,3.4,1.0,F
357,1358,18,Female,African American,High School,10.0,3,No,Very High,No,Yes,No,No,3.2,1.0,F
358,1359,15,Female,Caucasian,Some College,16.8,5,No,Moderate,No,No,Yes,No,3.4,1.0,F
359,1360,17,Male,African American,Some College,14.0,11,No,Moderate,No,No,No,No,1.7,4.0,A
360,1361,18,Male,Caucasian,Some College,15.8,18,No,Very High,Yes,No,No,No,2.2,3.0,B
361,1362,15,Female,Caucasian,Bachelor's,7.0,9,No,Low,Yes,No,No,Yes,2.0,3.0,B
362,1363,15,Female,Other,Some College,8.1,29,Yes,None,No,No,No,No,0.7,4.0,A
363,1364,16,Male,Caucasian,Bachelor's,7.9,0,Yes,Very High,No,No,Yes,No,3.9,0.0,F
364,1365,17,Male,Caucasian,Some College,3.8,16,No,High,Yes,No,Yes,No,1.7,4.0,A
365,1366,17,Female,Asian,High School,1.2,15,No,Very High,Yes,Yes,No,Yes,1.8,4.0,A
366,1367,16,Female,Asian,High School,11.8,8,No,None,No,No,No,No,2.1,3.0,B
367,1368,16,Male,Caucasian,High School,19.8,24,Yes,Low,No,Yes,No,No,0.9,4.0,A
368,1369,17,Female,Caucasian,Bachelor's,3.3,20,Yes,Low,No,No,No,No,1.1,4.0,A
369,1370,17,Male,Caucasian,Some College,0.9,8,Yes,High,Yes,No,No,Yes,2.3,3.0,B
370,1371,18,Male,African American,Some College,15.6,26,No,High,No,No,No,No,0.6,4.0,A
371,1372,18,Male,Caucasian,High School,5.1,22,No,Moderate,No,No,Yes,No,0.3,4.0,A
372,1373,16,Male,Caucasian,High School,16.6,8,No,None,No,No,No,No,2.2,3.0,B
373,1374,18,Female,Other,Some College,14.1,11,No,High,No,No,No,Yes,2.3,3.0,B
374,1375,15,Female,African American,Some College,18.9,22,Yes,Moderate,Yes,No,No,No,1.6,4.0,A
375,1376,18,Male,Caucasian,High School,8.2,8,Yes,Low,Yes,No,No,No,2.2,3.0,B
376,1377,18,Male,African American,Some College,13.2,14,No,Very High,No,Yes,No,No,2.6,2.0,D
377,1378,15,Male,African American,None,9.3,1,No,Low,Yes,No,No,No,3.0,2.0,D
378,1379,16,Male,Caucasian,High School,12.6,10,No,High,No,No,Yes,No,2.4,3.0,B
379,1380,15,Male,Caucasian,Some College,9.0,10,Yes,High,Yes,No,No,No,2.8,2.0,D
380,1381,18,Female,Asian,High School,3.8,7,No,Moderate,Yes,Yes,No,Yes,2.5,2.0,D
381,1382,16,Female,Caucasian,Higher,10.2,22,No,Low,Yes,No,No,No,1.0,4.0,A
382,1383,18,Female,African American,High School,10.6,5,No,Moderate,Yes,No,No,Yes,2.7,2.0,D
383,1384,15,Female,Caucasian,High School,16.2,20,No,High,No,No,No,No,1.6,4.0,A
384,1385,15,Male,Caucasian,High School,14.7,19,Yes,Low,Yes,No,No,No,1.8,4.0,A
385,1386,18,Male,Caucasian,Some College,13.3,6,No,High,No,No,No,No,2.7,2.0,D
386,1387,17,Male,Caucasian,Some College,2.3,2,No,Very High,No,No,No,No,3.0,2.0,D
387,1388,17,Male,Caucasian,Some College,14.4,7,No,Very High,No,No,Yes,No,3.0,2.0,D
388,1389,15,Male,Caucasian,None,10.0,17,No,Moderate,No,No,No,No,1.4,4.0,A
389,1390,15,Female,Asian,None,17.9,16,No,High,Yes,No,No,Yes,1.8,4.0,A
390,1391,17,Male,Other,Some College,18.4,10,No,Very High,No,No,No,No,2.4,3.0,B
391,1392,17,Female,Asian,Bachelor's,1.1,1,No,Moderate,Yes,No,No,No,2.9,2.0,D
392,1393,18,Female,Asian,Bachelor's,16.4,24,Yes,Low,Yes,No,No,No,1.2,4.0,A
393,1394,18,Female,Caucasian,None,0.8,20,No,Low,Yes,Yes,No,No,0.9,4.0,A
394,1395,17,Female,Other,Some College,7.3,26,No,Low,No,No,No,No,0.3,4.0,A
395,1396,18,Male,Caucasian,Bachelor's,10.8,23,No,High,No,No,Yes,No,0.7,4.0,A
396,1397,18,Female,Other,High School,3.0,18,No,Moderate,No,No,No,No,1.1,4.0,A
397,1398,16,Female,Other,Bachelor's,14.9,6,No,High,No,No,No,No,2.8,2.0,D
398,1399,18,Female,Asian,High School,0.2,17,Yes,High,Yes,No,No,Yes,1.9,4.0,A
399,1400,15,Male,Other,Bachelor's,3.4,7,No,High,Yes,Yes,No,No,3.0,1.0,F
400,1401,18,Male,African American,Some College,11.6,13,No,High,No,No,No,Yes,2.1,3.0,B
401,1402,18,Male,Caucasian,Bachelor's,14.3,6,No,None,Yes,No,Yes,No,3.0,1.0,F
402,1403,17,Female,Caucasian,Some College,18.3,27,No,High,No,Yes,No,No,1.0,4.0,A
403,1404,15,Female,African American,High School,14.1,20,No,Moderate,No,No,No,No,1.2,4.0,A
404,1405,18,Male,Caucasian,Bachelor's,13.4,27,No,Moderate,No,Yes,No,No,0.9,4.0,A
405,1406,18,Female,African American,High School,7.9,26,No,None,No,No,No,No,0.1,4.0,A
406,1407,16,Male,Other,High School,0.0,3,No,Very High,Yes,No,No,No,2.9,2.0,D
407,1408,18,Male,Caucasian,Some College,2.4,16,No,Very High,Yes,No,No,No,2.0,3.0,B
408,1409,18,Female,Asian,Some College,10.7,4,No,Moderate,Yes,No,No,No,3.1,1.0,F
409,1410,16,Female,Other,Bachelor's,13.5,11,No,Moderate,No,Yes,No,No,2.4,3.0,B
410,1411,17,Female,Other,High School,8.3,8,No,High,No,Yes,No,No,2.4,3.0,B
411,1412,18,Female,Other,Some College,14.6,25,No,Low,No,No,No,No,0.8,4.0,A
412,1413,16,Male,African American,Some College,10.4,19,Yes,Low,Yes,Yes,Yes,No,1.9,4.0,A
413,1414,15,Male,Other,None,1.5,12,No,High,No,No,No,No,1.6,4.0,A
414,1415,17,Male,Asian,High School,3.8,24,No,Low,No,Yes,No,No,0.7,4.0,A
415,1416,15,Male,Caucasian,High School,16.8,27,No,Moderate,Yes,Yes,No,No,0.8,4.0,A
416,1417,15,Male,Caucasian,High School,14.5,17,Yes,Moderate,Yes,No,No,No,1.5,4.0,A
417,1418,16,Female,Asian,Higher,17.9,19,Yes,Moderate,Yes,No,No,No,1.5,4.0,A
418,1419,18,Male,Caucasian,Some College,2.4,8,No,Low,Yes,Yes,No,No,2.3,3.0,B
419,1420,16,Male,African American,Some College,19.8,3,No,Moderate,No,No,No,No,3.4,1.0,F
420,1421,16,Male,African American,Higher,4.2,20,Yes,Moderate,No,Yes,No,No,1.4,4.0,A
421,1422,16,Female,Caucasian,High School,0.2,26,No,Moderate,No,No,Yes,No,0.3,4.0,A
422,1423,16,Female,African American,Bachelor's,19.9,7,No,High,No,No,No,No,3.1,1.0,F
423,1424,17,Female,Asian,Some College,5.6,0,Yes,Very High,No,No,Yes,No,3.8,0.0,F
424,1425,18,Female,Caucasian,Bachelor's,13.4,16,No,Low,No,No,No,No,1.7,4.0,A
425,1426,15,Male,Caucasian,High School,3.5,24,No,High,Yes,No,No,Yes,1.1,4.0,A
426,1427,15,Male,Caucasian,Bachelor's,11.6,8,Yes,Low,No,No,Yes,No,2.5,2.0,D
427,1428,18,Female,Caucasian,High School,18.1,19,No,Moderate,No,No,No,Yes,1.4,4.0,A
428,1429,15,Female,Other,High School,6.4,12,No,Moderate,Yes,Yes,No,No,2.0,3.0,B
429,1430,18,Male,Caucasian,Some College,13.4,1,No,Moderate,No,No,No,No,3.3,1.0,F
430,1431,15,Male,African American,High School,3.8,12,No,High,Yes,Yes,No,No,2.0,3.0,B
431,1432,16,Female,Caucasian,Some College,12.5,8,No,Moderate,Yes,No,No,No,2.4,3.0,B
432,1433,15,Female,Caucasian,Some College,6.7,29,No,Moderate,Yes,No,No,No,0.3,4.0,A
433,1434,18,Female,Asian,Some College,4.2,19,No,High,No,Yes,Yes,No,1.5,4.0,A
434,1435,18,Female,Asian,High School,6.3,5,Yes,Low,Yes,No,No,No,2.9,2.0,D
435,1436,18,Male,Caucasian,None,3.6,27,No,Low,No,Yes,No,No,0.2,4.0,A
436,1437,18,Male,Caucasian,High School,18.0,0,Yes,None,Yes,No,No,No,3.4,1.0,F
437,1438,18,Male,Caucasian,Some College,7.9,27,Yes,Low,No,No,No,No,0.6,4.0,A
438,1439,17,Female,Caucasian,High School,4.9,24,No,Moderate,No,Yes,No,No,0.9,4.0,A
439,1440,17,Female,African American,High School,9.0,4,No,Moderate,Yes,No,Yes,No,2.7,2.0,D
440,1441,15,Male,Caucasian,High School,6.4,2,Yes,Low,No,No,No,Yes,3.1,1.0,F
441,1442,18,Male,Caucasian,None,14.9,3,No,None,Yes,No,No,Yes,2.8,2.0,D
442,1443,15,Male,Caucasian,Some College,19.4,0,No,High,No,Yes,Yes,Yes,4.0,0.0,F
443,1444,18,Male,Other,Bachelor's,8.8,13,No,High,Yes,Yes,Yes,No,2.3,3.0,B
444,1445,18,Female,Other,High School,17.2,8,Yes,Very High,Yes,No,No,No,3.1,1.0,F
445,1446,17,Male,Caucasian,Some College,11.3,29,No,Very High,No,Yes,No,No,0.9,4.0,A
446,1447,17,Male,Asian,Some College,3.1,23,No,Very High,No,Yes,No,Yes,1.5,4.0,A
447,1448,16,Male,Caucasian,Some College,13.8,3,No,High,Yes,Yes,Yes,Yes,3.3,1.0,F
448,1449,17,Male,Caucasian,Some College,10.3,17,Yes,High,Yes,No,No,No,2.2,3.0,B
449,1450,16,Male,Asian,Some College,13.0,13,No,Low,No,No,No,No,1.9,4.0,A
450,1451,16,Male,Other,Some College,17.8,24,No,High,Yes,Yes,No,Yes,1.5,4.0,A
451,1452,16,Male,Other,None,8.8,3,No,None,No,No,No,No,2.9,2.0,D
452,1453,16,Female,African American,Some College,18.0,24,No,High,No,Yes,Yes,No,1.1,4.0,A
453,1454,16,Female,Caucasian,Some College,15.0,9,No,Moderate,No,No,No,Yes,2.6,2.0,D
454,1455,15,Female,Asian,None,9.8,2,No,High,Yes,No,Yes,No,3.6,0.0,F
455,1456,17,Female,Caucasian,High School,12.1,22,No,None,Yes,Yes,No,Yes,1.3,4.0,A
456,1457,16,Male,African American,Higher,6.5,6,Yes,Moderate,No,Yes,Yes,No,3.2,1.0,F
457,1458,18,Female,Caucasian,Some College,19.7,9,No,Moderate,No,No,No,No,2.5,2.0,D
458,1459,17,Female,African American,Some College,13.3,12,No,Low,Yes,No,No,No,2.0,4.0,A
459,1460,17,Male,Caucasian,Bachelor's,0.9,3,Yes,Moderate,No,Yes,Yes,No,3.0,1.0,F
460,1461,16,Male,Caucasian,Some College,6.5,17,No,None,Yes,Yes,No,No,1.5,4.0,A
461,1462,15,Female,Other,Some College,12.5,10,No,Moderate,No,No,No,Yes,2.2,3.0,B
462,1463,16,Female,Caucasian,Some College,1.1,24,Yes,Moderate,No,No,No,Yes,0.6,4.0,A
463,1464,15,Male,African American,Bachelor's,0.5,3,No,High,No,Yes,No,No,2.8,2.0,D
464,1465,18,Female,Caucasian,Some College,9.0,23,No,Moderate,Yes,No,Yes,No,1.0,4.0,A
465,1466,17,Male,Caucasian,Some College,6.7,13,No,Moderate,Yes,Yes,No,No,2.3,3.0,B
466,1467,18,Male,Caucasian,High School,8.8,17,No,Very High,No,No,No,No,1.7,4.0,A
467,1468,15,Male,Caucasian,Higher,5.3,7,No,Moderate,No,No,No,No,2.5,3.0,B
468,1469,15,Male,Asian,Some College,3.3,26,Yes,Moderate,No,No,No,No,0.3,4.0,A
469,1470,18,Female,Caucasian,None,13.8,9,No,Moderate,Yes,No,No,No,2.6,2.0,D
470,1471,15,Male,Other,Bachelor's,10.3,4,No,High,Yes,Yes,No,Yes,3.1,1.0,F
471,1472,18,Male,African American,Some College,4.0,22,No,Moderate,Yes,Yes,No,No,1.4,4.0,A
472,1473,17,Female,Caucasian,None,6.4,6,Yes,Moderate,Yes,No,Yes,No,3.2,1.0,F
473,1474,18,Male,African American,Some College,11.8,11,Yes,High,Yes,Yes,No,No,2.6,2.0,D
474,1475,17,Female,African American,Some College,1.4,24,No,None,No,No,No,No,0.0,4.0,A
475,1476,18,Female,Asian,Bachelor's,2.9,2,Yes,High,No,Yes,No,Yes,3.1,1.0,F
476,1477,15,Female,Caucasian,High School,1.5,25,Yes,Moderate,Yes,No,No,No,1.0,4.0,A
477,1478,18,Male,Caucasian,Bachelor's,16.2,3,No,Moderate,No,No,No,Yes,2.9,2.0,D
478,1479,15,Female,Asian,Some College,15.0,9,No,High,No,No,No,No,2.6,2.0,D
479,1480,18,Female,Other,None,15.1,3,No,Low,No,No,No,No,2.7,2.0,D
480,1481,18,Male,Asian,Higher,14.3,14,Yes,High,No,Yes,Yes,No,2.8,2.0,D
481,1482,16,Female,Caucasian,Some College,13.4,28,Yes,Very High,No,No,No,Yes,1.2,4.0,A
482,1483,15,Female,Asian,High School,9.5,9,No,Moderate,No,No,No,No,2.5,2.0,D
483,1484,16,Female,Caucasian,Some College,12.8,20,No,Very High,No,No,Yes,No,1.6,4.0,A
484,1485,15,Female,Caucasian,Bachelor's,0.8,29,No,None,No,No,No,No,0.0,4.0,A
485,1486,16,Female,Caucasian,High School,12.4,21,Yes,High,No,No,Yes,No,1.6,4.0,A
486,1487,17,Male,African American,High School,15.6,15,Yes,Moderate,Yes,No,No,No,2.2,3.0,B
487,1488,18,Female,Caucasian,High School,10.0,14,No,Moderate,No,No,No,Yes,1.6,4.0,A
488,1489,15,Female,Caucasian,High School,7.2,18,No,Low,Yes,Yes,No,Yes,1.7,4.0,A
489,1490,15,Male,Asian,Some College,5.5,28,No,Moderate,Yes,No,No,No,0.2,4.0,A
490,1491,18,Male,Caucasian,Some College,12.9,19,Yes,Low,Yes,No,No,No,1.6,4.0,A
491,1492,15,Male,Caucasian,High School,13.9,18,No,Very High,Yes,Yes,No,No,2.2,3.0,B
492,1493,15,Female,Caucasian,High School,17.4,17,No,High,No,Yes,No,No,2.1,3.0,B
493,1494,16,Male,Other,High School,6.8,25,Yes,Low,No,Yes,No,No,0.6,4.0,A
494,1495,15,Female,African American,Bachelor's,15.4,11,No,Low,Yes,No,No,No,2.2,3.0,B
495,1496,17,Female,Caucasian,High School,11.2,24,Yes,High,No,No,Yes,No,1.3,4.0,A
496,1497,17,Male,Asian,Higher,17.7,15,No,Moderate,No,Yes,Yes,No,2.3,3.0,B
497,1498,18,Male,Asian,Some College,10.6,0,No,Low,No,No,No,No,2.9,2.0,D
498,1499,15,Female,Caucasian,High School,10.4,15,Yes,Moderate,Yes,No,Yes,No,2.2,3.0,B
499,1500,18,Male,African American,Bachelor's,11.6,1,No,Moderate,No,No,No,No,3.1,1.0,F
500,1501,17,Female,Asian,Some College,15.0,23,No,Low,No,No,No,No,1.0,4.0,A
501,1502,15,Male,African American,Some College,19.3,14,No,High,Yes,Yes,No,No,2.1,3.0,B
502,1503,15,Male,Caucasian,Higher,1.5,6,No,High,Yes,No,No,No,2.6,2.0,D
503,1504,18,Male,Asian,None,1.1,27,No,None,No,Yes,Yes,No,0.4,4.0,A
504,1505,17,Female,African American,None,18.8,0,Yes,Very High,Yes,No,No,No,3.9,0.0,F
505,1506,15,Male,Caucasian,Some College,10.6,4,Yes,Moderate,No,Yes,No,No,3.0,1.0,F
506,1507,18,Female,Caucasian,High School,12.3,9,Yes,Low,Yes,No,No,No,2.8,2.0,D
507,1508,17,Female,Caucasian,High School,9.6,21,No,Low,No,No,No,No,0.8,4.0,A
508,1509,18,Female,Caucasian,None,1.9,20,Yes,Low,No,No,No,No,0.9,4.0,A
509,1510,16,Female,Asian,None,15.4,3,Yes,Moderate,Yes,Yes,No,No,3.7,0.0,F
510,1511,15,Male,Caucasian,Some College,14.9,13,No,Low,No,Yes,No,No,1.4,4.0,A
511,1512,16,Female,Caucasian,High School,6.2,12,No,Moderate,No,No,No,Yes,1.4,4.0,A
512,1513,17,Female,African American,Some College,6.1,0,No,Low,Yes,No,No,Yes,3.1,1.0,F
513,1514,16,Male,Caucasian,Some College,16.8,15,Yes,High,No,Yes,No,Yes,2.4,3.0,B
514,1515,16,Female,Other,Some College,1.4,22,No,High,Yes,Yes,No,No,1.2,4.0,A
515,1516,17,Male,Caucasian,None,17.6,8,Yes,Moderate,No,No,No,No,2.6,2.0,D
516,1517,18,Female,Caucasian,Some College,5.1,21,No,High,No,Yes,Yes,No,1.3,4.0,A
517,1518,16,Male,Caucasian,None,11.9,15,Yes,Very High,Yes,No,No,No,2.6,2.0,D
518,1519,18,Female,Caucasian,Some College,18.7,18,No,High,No,No,No,No,1.7,4.0,A
519,1520,16,Male,Caucasian,Bachelor's,13.6,14,No,Moderate,No,No,No,No,2.0,3.0,B
520,1521,18,Female,Asian,Some College,8.3,25,No,Moderate,No,Yes,No,No,0.7,4.0,A
521,1522,17,Female,Other,Some College,13.8,13,No,High,Yes,No,No,No,2.3,3.0,B
522,1523,16,Male,Caucasian,Some College,6.9,19,Yes,Low,No,No,No,No,1.3,4.0,A
523,1524,17,Male,African American,High School,5.5,9,Yes,Moderate,No,Yes,No,No,2.6,2.0,D
524,1525,16,Male,Asian,Bachelor's,19.9,20,No,Moderate,No,No,No,No,1.2,4.0,A
525,1526,17,Male,Asian,Bachelor's,15.0,11,No,High,No,Yes,No,Yes,2.5,3.0,B
526,1527,17,Female,Caucasian,High School,12.9,27,No,High,No,Yes,No,No,0.7,4.0,A
527,1528,16,Female,Caucasian,Some College,7.1,0,No,Moderate,Yes,Yes,Yes,No,3.9,0.0,F
528,1529,16,Male,Caucasian,Bachelor's,1.0,20,No,Low,Yes,No,Yes,No,0.7,4.0,A
529,1530,16,Female,Asian,Higher,0.6,16,Yes,Very High,No,No,No,No,1.9,4.0,A
530,1531,15,Male,Asian,Some College,11.1,8,Yes,None,No,Yes,No,No,2.3,3.0,B
531,1532,18,Male,Caucasian,Some College,15.2,22,No,None,Yes,No,Yes,No,0.9,4.0,A
532,1533,15,Female,Caucasian,High School,10.7,18,No,Moderate,No,No,Yes,No,1.4,4.0,A
533,1534,15,Female,Other,Higher,16.8,24,No,High,No,Yes,Yes,Yes,1.7,4.0,A
534,1535,17,Female,Asian,High School,0.7,17,No,High,Yes,No,No,No,1.3,4.0,A
535,1536,16,Female,Other,Some College,7.3,27,No,Very High,Yes,Yes,No,No,0.7,4.0,A
536,1537,18,Female,Asian,High School,4.7,6,No,Low,No,No,Yes,No,2.2,3.0,B
537,1538,17,Female,Caucasian,High School,8.9,8,No,Moderate,No,No,Yes,No,2.4,3.0,B
538,1539,15,Female,African American,Some College,1.4,21,No,Low,No,No,No,No,0.3,4.0,A
539,1540,16,Male,African American,Higher,19.1,25,No,High,No,No,Yes,No,1.3,4.0,A
540,1541,17,Male,Caucasian,None,4.5,20,No,Moderate,Yes,No,No,No,0.8,4.0,A
541,1542,16,Male,African American,Some College,18.4,11,No,None,No,Yes,No,No,2.1,3.0,B
542,1543,17,Male,Asian,None,8.5,6,Yes,High,Yes,No,No,No,3.2,1.0,F
543,1544,16,Male,Caucasian,High School,19.7,13,Yes,Moderate,No,No,No,No,2.2,3.0,B
544,1545,15,Female,Asian,Some College,11.1,14,Yes,Moderate,No,Yes,No,No,1.9,4.0,A
545,1546,18,Male,African American,Some College,18.6,14,No,High,No,No,Yes,No,2.2,3.0,B
546,1547,15,Male,Other,High School,0.1,5,No,Low,Yes,No,No,No,2.3,3.0,B
